DOC_NO,PLANT,PURPOSE,SUBJECT,STATUS,PROGRESS,REQUESTER,REG_DATE,COMP_DATE,URL,CHANGE_ITEM,CHANGE_CONTENT,MTL
MANA-DOC-2023-00121,KP,Prevent nonconformity,KP 275/70R22.5 AL10외 2규격 BSW Profile 적정화,Complete,Complete,20700075,2023-12-21,2024-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00121,Profile,"SWB.R, IHSH.T, S/W TUH 적정화",3
MANA-DOC-2023-00119,KP,Prevent nonconformity,KP 11R22.5 Air入 부적합 개선을 위한 Filling Sheet 폭 변경,Complete,Complete,21100383,2023-12-21,2024-09-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00119,etc,Filling Sheet Width 170mm → 150mm 변경,14
MANA-DOC-2023-00118,null,Cost Optimization,Approval for 12 Sizes New Customize Bladder in China Plants,Complete,Complete,81200065,2023-12-15,2024-01-16,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00118,Curing,null,7
MANA-DOC-2023-00117,null,Cost Optimization,Approval for New Customize Bladder 12 Sizes  in China Plants,Reject(Request),Complete,81200065,2023-12-15,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00117,Curing,null,7
MANA-DOC-2023-00118,JP,Cost Optimization,Approval for 12 Sizes New Customize Bladder in China Plants,Complete,Complete,81200065,2023-12-15,2024-01-16,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00118,Curing,null,11
MANA-DOC-2023-00118,CP,Cost Optimization,Approval for 12 Sizes New Customize Bladder in China Plants,Complete,Complete,81200065,2023-12-15,2024-01-16,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00118,Curing,null,13
MANA-DOC-2023-00118,HP,Cost Optimization,Approval for 12 Sizes New Customize Bladder in China Plants,Complete,Complete,81200065,2023-12-15,2024-01-16,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00118,Curing,null,3
MANA-DOC-2023-00117,CP,Cost Optimization,Approval for New Customize Bladder 12 Sizes  in China Plants,Reject(Request),Complete,81200065,2023-12-15,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00117,Curing,null,13
MANA-DOC-2023-00117,JP,Cost Optimization,Approval for New Customize Bladder 12 Sizes  in China Plants,Reject(Request),Complete,81200065,2023-12-15,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00117,Curing,null,11
MANA-DOC-2023-00117,HP,Cost Optimization,Approval for New Customize Bladder 12 Sizes  in China Plants,Reject(Request),Complete,81200065,2023-12-15,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00117,Curing,null,3
MANA-DOC-2023-00116,DP,Prevent nonconformity,195/65R15H H436N HK _HMC(CN7) _SC부적합 개선 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00116,Profile,Ga. 4.5 →5.0(+0.5mm) / 4.1 → 4.4(+0.3mm)  (X-SPEC_X52),1
MANA-DOC-2023-00115,DP,Prevent nonconformity,205/55R16H 04 K435 LBN HK _HMC(CN7) _SC부적합 개선 검토 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00115,Profile,Ga. 4.5 →5.0(+0.5mm) / 4.1 → 4.4(+0.3mm),1
MANA-DOC-2023-00116,DP,Prevent nonconformity,195/65R15H H436N HK _HMC(CN7) _SC부적합 개선 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00116,etc,상기 X-SPEC(X52) + BDC+5MM/ 10MM 추가 검토 ,1
MANA-DOC-2023-00115,DP,Prevent nonconformity,205/55R16H 04 K435 LBN HK _HMC(CN7) _SC부적합 개선 검토 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00115,etc,상기 X-SPEC(X52) + BDC+5MM/ 10MM 추가 검토 ,1
MANA-DOC-2023-00116,DP,Prevent nonconformity,195/65R15H H436N HK _HMC(CN7) _SC부적합 개선 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00116,Building Set, B.S.D +2mm (398→400mm) (X-SPEC_X52),1
MANA-DOC-2023-00114,DP,Prevent nonconformity,195/65R15H 04 H436 LBN HK _CN7 _SC부적합개선 ,Reject(Request),Complete,21603090,2023-12-12,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00114,etc,상기 시험용 스펙 (X37) + B.D.C +5MM / +10MM 추가 검토 ,1
MANA-DOC-2023-00115,DP,Prevent nonconformity,205/55R16H 04 K435 LBN HK _HMC(CN7) _SC부적합 개선 검토 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00115,Building Set,B.S.D +2mm (398→400mm),1
MANA-DOC-2023-00116,DP,Prevent nonconformity,195/65R15H H436N HK _HMC(CN7) _SC부적합 개선 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00116,I/L,C31 Ga. +0.1mm (X-spec_X52),1
MANA-DOC-2023-00115,DP,Prevent nonconformity,205/55R16H 04 K435 LBN HK _HMC(CN7) _SC부적합 개선 검토 ,Complete,Complete,21603090,2023-12-12,2023-12-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00115,I/L,C31_Ga +0.1mm,1
MANA-DOC-2023-00114,DP,Prevent nonconformity,195/65R15H 04 H436 LBN HK _CN7 _SC부적합개선 ,Reject(Request),Complete,21603090,2023-12-12,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00114,I/L,C31 _ Ga. +0.1,1
MANA-DOC-2023-00114,DP,Prevent nonconformity,195/65R15H 04 H436 LBN HK _CN7 _SC부적합개선 ,Reject(Request),Complete,21603090,2023-12-12,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00114,Profile,Ga. 4.0 → 4.5 (+0.5mm) / 4.0 → 4.3(+0.3mm) ,1
MANA-DOC-2023-00113,KP,Cost Optimization,"KP H1670 1,2p carcass pre-assay Mass Production(OE)",Complete,Complete,21200012,2023-12-11,2023-12-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00113,etc,"KP H1670 1,2p carcass pre-assay ",3
MANA-DOC-2023-00112,MP,Prevent nonconformity,AUS prevent specification change,Complete,Complete,70810877,2023-12-07,2024-01-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00112,Profile,Gauge up,2
MANA-DOC-2023-00112,MP,Prevent nonconformity,AUS prevent specification change,Complete,Complete,70810877,2023-12-07,2024-01-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00112,C/C,Total width decrease and SFT set position decrease,2
MANA-DOC-2023-00110,KP,Cost Optimization,KMC GL3 (245/45R18W K125 LBTHK 1029347) OE RR 적정화 및 생산성 향상,Reject(Final Approval),Complete,21400008,2023-12-05,2024-08-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00110,Curing,CA04K14(163℃) → CE01(168℃) 변경 (Tread Comp'd 간소화 P21→P25 적용 후 RR 지속 하한수준),1
MANA-DOC-2023-00111,KP,Cost Optimization,"HMC CE(225/55R18W K127ELBHHK, 1028477) OE RR 적정화 및 가류 생산성 향상",Reject(Final Approval),Complete,21400008,2023-12-05,2024-08-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00111,Curing,"CE06(160℃) → CE04(163℃) 가류 온도 변경, 개발부터 지속 하한 수준으로 개선 필요",1
MANA-DOC-2023-00109,KP,Prevent nonconformity,"205/55R16H H436 J(KT1022888, Toyota Corolla) LRC 발생으로 인한 개선 검토 요청",Complete,Complete,21602365,2023-12-04,2024-03-28,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00109,Mold,RCL+10~15mm부 A.V.H 추가가공 검토요청,1
MANA-DOC-2023-00109,KP,Prevent nonconformity,"205/55R16H H436 J(KT1022888, Toyota Corolla) LRC 발생으로 인한 개선 검토 요청",Complete,Complete,21602365,2023-12-04,2024-03-28,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00109,Profile,B/F끝부 LRC 발생부위 Vol 보완을 위한 S/W Ga.△ 및 스텝 추가,1
MANA-DOC-2023-00106,DP,Prevent nonconformity,대전공장  대/소경 Carcass _ 소경 코드 통합  발행 요청 ,Complete,Complete,21603090,2023-12-01,2023-12-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00106,C/C,대전공장 화재로인한  Textile 압연(100% KP→DP 압연 수급 중) 업무 효율 향상을 위한 대/소경 Carcass 통합_ ( 승인근거 :: 00000065-C0-HQ23-00550 ),3
MANA-DOC-2023-00108,KP,Prevent nonconformity,"205/55R16H H436 J(KT1022888, Toyota Corolla) LRC 발생으로 인한 개선 검토 요청",Reject(Request),Complete,21602365,2023-12-01,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00108,Mold,RCL+10~15mm부 A.V.H 추가가공 검토요청,1
MANA-DOC-2023-00107,DP,Prevent nonconformity,대전공장 Nylon Chafer (N66 450D/1) 삭제 요청 (1023702,Reject(Final Approval),Complete,21603090,2023-12-01,2024-08-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00107,etc,대전공장 화재로인한 반제품 수급 이슈 ( 문서번호 :: 00006057-C0-HQ23-00119 ),1
MANA-DOC-2023-00108,KP,Prevent nonconformity,"205/55R16H H436 J(KT1022888, Toyota Corolla) LRC 발생으로 인한 개선 검토 요청",Reject(Request),Complete,21602365,2023-12-01,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00108,Profile,B/F끝부 LRC 발생부위 Vol 보완을 위한 S/W Ga.△ 및 스텝 추가,1
MANA-DOC-2023-00106,null,Prevent nonconformity,대전공장  대/소경 Carcass _ 소경 코드 통합  발행 요청 ,Complete,Complete,21603090,2023-12-01,2023-12-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00106,C/C,대전공장 화재로인한  Textile 압연(100% KP→DP 압연 수급 중) 업무 효율 향상을 위한 대/소경 Carcass 통합_ ( 승인근거 :: 00000065-C0-HQ23-00550 ),4
MANA-DOC-2023-00105,DP,Prevent nonconformity,대전공장 Nylon Chafer (N66 450D/1) 삭제 요청 ,Reject(Request),Complete,21603090,2023-12-01,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00105,etc,대전공장 화재로인한 반제품 수급 이슈 ( 승인 근거 : 00000061-C0-HQ23-00225 ),1
MANA-DOC-2023-00104,IP,Prevent nonconformity,"OE Renault Dacia K125 205/60R16H 규격 Spec 변경 요청 (LS, LRC, SC 개선)",Complete,Complete,20700071,2023-11-29,2023-11-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00104,Profile,"S/W Profile Ga. 상향 평가 결과 - 중량 : 8.11 kg, RR 5.93 수준으로 RR 성능 문제없음",1
MANA-DOC-2023-00101,KP,Cost Optimization,KP)385/65R22.5 규격 Filling Sheet 반제품 Full → Split 변경 승인 요청,Complete,Complete,21100383,2023-11-06,2024-09-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00101,etc,Full Filling Sheet(540mm) → Split Filling Sheet (220 US60) 변경,2
MANA-DOC-2023-00102,IP,Prevent nonconformity,"OE Renault Dacia K125 205/60R16H 규격 AVH 추가 가공 요청 (LS, LRC 개선)",Complete,Complete,20700071,2023-11-06,2023-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00102,Mold,"현재 대상규격 재작업률 20% 이상 발생하고 있어 LRC, LS 발생부 AVH 추가 가공 요청",1
MANA-DOC-2023-00100,HP,Improve Quality,HP 225/70R19.5 AH35/DH35 2规格 hump strip高度最适化S/W profile变更承认邀请,Complete,Complete,81102520,2023-11-02,2023-11-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00100,Profile,Hump strip 宽度85mm→80mm (S/W total 宽度不变),2
MANA-DOC-2023-00099,IP,Improve Quality,OE Renault Dacia 규격 가류 승온 요청 (RR 개선),Complete,Complete,20700071,2023-10-25,2023-11-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00099,Curing,"RR 예상합격률 개선을 위한 가류 승온 요청 (163 → 168도, 63KF700 → 68AH623)",1
MANA-DOC-2023-00098,JP,Prevent nonconformity,JP）235/40R19W XL K127（Tesla Model3）LBH改善,Complete,Complete,81703393,2023-10-13,2023-10-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00098,Profile,1）背景：LBH量产过程中 发生率较高（1.37%）改善必要  2）改善方案：S/W台阶：15/25/8→15/15/8  S/W厚度：5.3/3.2/2.4→5.3/3.6/2.4   3）效果验证：OEM高速 & RR & BUS & Bead Compression & CTL对比OK,2
MANA-DOC-2023-00097,JP,Cost Optimization,JP）235/40R19W XL K127 CT 生产性向上,Complete,Complete,81703393,2023-10-12,2023-10-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00097,Curing,1）背景：订单增加，生产性满足困难，生产性提升必要  2）变更内容：硫化方式 CE02->CE01    3）效果验证：高速 OK  RR OK（详细请见附件）,2
MANA-DOC-2023-00096,DP,Prevent nonconformity,톱니 식출 개선을 위한 Bladder 변경 요청,Complete,Complete,21200031,2023-10-06,2024-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00096,Curing,톱니식출로 인한 동일 Gauge의 Bladder Type 변경 요청,1
MANA-DOC-2023-00127,KP,Facility malfunction,GM 대전 규격 -> 금산 공장지 이관건,Complete,Complete,21400062,2023-10-01,2023-10-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00127,etc,대전공장 화재로 인한 KP 임시생산 진행 후 생산지 변경 (DP -> KP),2
MANA-DOC-2023-00095,JP,Cost Optimization,JP)OE规格CE→CA加硫方式变更 承认,Complete,Complete,81501498,2023-09-25,2023-09-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00095,Curing,本次要求变更规格及内容： ①KT235/45R18W 04K127 LBCDHK（KT1028485）    Cure Code：CE02P11(68DH694)→CA02K11(68KF664),1
MANA-DOC-2023-00094,JP,Cost Optimization,JP)OE规格CE→CA加硫Code变更 承认,Reject(Request),Complete,81501498,2023-09-25,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00094,Curing,本次要求变更规格及内容：     ①KT235/45R18W 04K127 LBCDHK（KT1028485）    Cure Code：CE02P11(68DH694)→CA02K11(68KF664),1
MANA-DOC-2023-00093,IP,Improve Quality,OE Renault Dacia - Spec Change LRO,Complete,Complete,60000052,2023-09-21,2023-09-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00093,etc,OE Renault Dacia - 205/60R16H K125 - Spec Change LRO : 1.0 mm --> 1.3 mm,1
MANA-DOC-2023-00092,MP,Cost Optimization,DOT TIN code change (MP),Complete,Complete,21300207,2023-09-15,2023-09-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00092,etc,DOT TIN code change (MP),44
MANA-DOC-2023-00090,KP,Cost Optimization,DOT TIN code change,Complete,Complete,21300207,2023-09-15,2023-09-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00090,etc,"KP,DP DOT TIN code change",13
MANA-DOC-2023-00090,null,Cost Optimization,DOT TIN code change,Complete,Complete,21300207,2023-09-15,2023-09-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00090,etc,"KP,DP DOT TIN code change",2
MANA-DOC-2023-00092,null,Cost Optimization,DOT TIN code change (MP),Complete,Complete,21300207,2023-09-15,2023-09-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00092,etc,DOT TIN code change (MP),1
MANA-DOC-2023-00091,JP,Cost Optimization,DOT TIN code change (JP),Complete,Complete,21300207,2023-09-15,2023-09-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00091,etc,JP DOT TIN code change,9
MANA-DOC-2023-00089,DP,Prevent nonconformity,Change of curing bladder code charactes,Complete,Complete,21100108,2023-09-11,2023-09-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00089,Curing,"(1) China's Xinsheng's supply of plants except of China is expanding. ( 2) In case of Same specification and different supplier,  ""company code"" to make it easier for factory to see different.",3
MANA-DOC-2023-00080,HP,Improve Quality,HP 245/70R19.5 265/70R19.5 OE规格 Hump strip高度最适化S/W profile变更承认邀请,Complete,Complete,81102520,2023-09-08,2023-09-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00080,Profile,Hump strip高度最适化S/W profile变更,8
MANA-DOC-2023-00086,IP,Improve Quality,OE FIAT PANDA 175/65R14T K435 ,Complete,Complete,60000052,2023-09-08,2024-04-09,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00086,etc,OE Fiat - 175/65R14T - Spec Change LRO/RRO : 1.0 mm --> 1.3mm,1
MANA-DOC-2023-00080,HP,Improve Quality,HP 245/70R19.5 265/70R19.5 OE规格 Hump strip高度最适化S/W profile变更承认邀请,Complete,Complete,81102520,2023-09-08,2023-09-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00080,I/L,"1,2# I/L width +10",8
MANA-DOC-2023-00084,IP,Prevent nonconformity,Renault XJI - 205/60R16 - Red Dot Marking Quality,Complete,Complete,60000052,2023-09-08,2023-09-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00084,etc,Red Dot Marking Quality approved by OE Renault ( Mr. Adrian Buica ( Tire Engineering Leader - RENAULT Tire Development Team ) & Mr. Florin Bunescu ( Tire Component Leader - RENAULT Tire Development Team ) ),1
MANA-DOC-2023-00073,IP,Prevent nonconformity,FIAT OE K435 175/65R14T XL 규격 Spec 변경사항 반영 요청 (RE→OE 전환),Complete,Complete,20700071,2023-09-07,2023-09-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00073,Profile,BEC 부적합 개선을 위해 RE 전환 후 Tread Sho.부 Ga. 0.3mm 상향 적용 ('23.08.02),1
MANA-DOC-2023-00072,HP,Improve Quality,HP 245/70R19.5 265/70R19.5 OE规格Hump strip高度最适化S/W profile变更承认邀请,Reject(Request),Complete,81102520,2023-09-05,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00072,I/L,"1,2# IL width +10mm",8
MANA-DOC-2023-00072,HP,Improve Quality,HP 245/70R19.5 265/70R19.5 OE规格Hump strip高度最适化S/W profile变更承认邀请,Reject(Request),Complete,81102520,2023-09-05,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00072,Profile,Hump strip宽度90→80,8
